comment,sentiment,Unnamed: 2,tokens
pakistan main software engineering ka kya scope hy agr comsats ya fast se ki jae aur gpa bhi achi ho,positive,,"['pakistan', 'main', 'software', 'engineering', 'ka', 'kya', 'scope', 'hy', 'agr', 'comsats', 'ya', 'fast', 'se', 'ki', 'jae', 'aur', 'gpa', 'bhi', 'achi', 'ho']"
offensive for the guy who works on excel d lolz d,positive,,"['offensive', 'for', 'the', 'guy', 'who', 'works', 'on', 'excel', 'd', 'lolz', 'd']"
bhaiii aaap apne cover faattuu ki gehri baaten smjha den 3,positive,,"['bhaiii', 'aaap', 'apne', 'cover', 'faattuu', 'ki', 'gehri', 'baaten', 'smjha', 'den', '3']"
hahahahahaha bht khushi hoti p,positive,,"['hahahahahaha', 'bht', 'khushi', 'hoti', 'p']"
acha te aethe scenr ki chal rya ay d,positive,,"['acha', 'te', 'aethe', 'scenr', 'ki', 'chal', 'rya', 'ay', 'd']"
o teri khair p isi liye mjy programming ni pasand p,positive,,"['o', 'teri', 'khair', 'p', 'isi', 'liye', 'mjy', 'programming', 'ni', 'pasand', 'p']"
she is working hard steps or touch achay hain but i think ziadah show off ho rhi thi 7 no se and nutmeg fake hi hai because the defender let her do the skill warna wo punjabi mai kehty hain chukk kai marna cii pc nu  p s no hate she is good,positive,,"['she', 'is', 'working', 'hard', 'steps', 'or', 'touch', 'achay', 'hain', 'but', 'i', 'think', 'ziadah', 'show', 'off', 'ho', 'rhi', 'thi', '7', 'no', 'se', 'and', 'nutmeg', 'fake', 'hi', 'hai', 'because', 'the', 'defender', 'let', 'her', 'do', 'the', 'skill', 'warna', 'wo', 'punjabi', 'mai', 'kehty', 'hain', 'chukk', 'kai', 'marna', 'cii', 'pc', 'nu', 'p', 's', 'no', 'hate', 'she', 'is', 'good']"
is player ko check karo p kitna acha khelti p,positive,,"['is', 'player', 'ko', 'check', 'karo', 'p', 'kitna', 'acha', 'khelti', 'p']"
she is still in our heart  allah pak jannatul firdos main ala maqam ata frmae aameen,positive,,"['she', 'is', 'still', 'in', 'our', 'heart', 'allah', 'pak', 'jannatul', 'firdos', 'main', 'ala', 'maqam', 'ata', 'frmae', 'aameen']"
ali rajwana mein bhi die harted fan hon mahira ka or 1 din mein on sy zaroor milon ga,positive,,"['ali', 'rajwana', 'mein', 'bhi', 'die', 'harted', 'fan', 'hon', 'mahira', 'ka', 'or', '1', 'din', 'mein', 'on', 'sy', 'zaroor', 'milon', 'ga']"
make up ka kamal he sab,positive,,"['make', 'up', 'ka', 'kamal', 'he', 'sab']"
ve nakhra gori da shawa the ending thou soo funny n cute hai na,positive,,"['ve', 'nakhra', 'gori', 'da', 'shawa', 'the', 'ending', 'thou', 'soo', 'funny', 'n', 'cute', 'hai', 'na']"
haan beauty tu hai casual bhi aur style bhi,positive,,"['haan', 'beauty', 'tu', 'hai', 'casual', 'bhi', 'aur', 'style', 'bhi']"
aap ki izzat iss say zyaada banaa ee hai allah nay,positive,,"['aap', 'ki', 'izzat', 'iss', 'say', 'zyaada', 'banaa', 'ee', 'hai', 'allah', 'nay']"
sabar karo aur parho,positive,,"['sabar', 'karo', 'aur', 'parho']"
ghufrana ishraq ya humhara status hay love burger,positive,,"['ghufrana', 'ishraq', 'ya', 'humhara', 'status', 'hay', 'love', 'burger']"
oh my god sahi raaste pe chal rahe ho 🤣🤣,positive,,"['oh', 'my', 'god', 'sahi', 'raaste', 'pe', 'chal', 'rahe', 'ho', '🤣🤣']"
muft muft sekha,positive,,"['muft', 'muft', 'sekha']"
good,positive,,['good']
buhut khob,positive,,"['buhut', 'khob']"
kash hm son kr thora sa soch lene yakin sab achcha ho jae ga,positive,,"['kash', 'hm', 'son', 'kr', 'thora', 'sa', 'soch', 'lene', 'yakin', 'sab', 'achcha', 'ho', 'jae', 'ga']"
bohat aala baat bilkul sahi kaha,positive,,"['bohat', 'aala', 'baat', 'bilkul', 'sahi', 'kaha']"
aik aik lafz kamal ka bola hai,positive,,"['aik', 'aik', 'lafz', 'kamal', 'ka', 'bola', 'hai']"
bohat aala,positive,,"['bohat', 'aala']"
bahoot khub,positive,,"['bahoot', 'khub']"
bahut achi bat hai thanks,positive,,"['bahut', 'achi', 'bat', 'hai', 'thanks']"
beshak,positive,,['beshak']
bahoot khub,positive,,"['bahoot', 'khub']"
beshak,positive,,['beshak']
zabardast,positive,,['zabardast']
buht khoob bemsal,positive,,"['buht', 'khoob', 'bemsal']"
bohat khub,positive,,"['bohat', 'khub']"
boht acha,positive,,"['boht', 'acha']"
belkul sahe lajawb,positive,,"['belkul', 'sahe', 'lajawb']"
beshak,positive,,['beshak']
beshak,positive,,['beshak']
beshak,positive,,['beshak']
bohat achi batein hein,positive,,"['bohat', 'achi', 'batein', 'hein']"
beshak,positive,,['beshak']
bohot he umda,positive,,"['bohot', 'he', 'umda']"
great bilkul sahi bat hai,positive,,"['great', 'bilkul', 'sahi', 'bat', 'hai']"
kundi sab app bi zaroor parna,positive,,"['kundi', 'sab', 'app', 'bi', 'zaroor', 'parna']"
mashaallah yeh naseehat bhot achi haan amal krne main liye,positive,,"['mashaallah', 'yeh', 'naseehat', 'bhot', 'achi', 'haan', 'amal', 'krne', 'main', 'liye']"
lajawab,positive,,['lajawab']
beshak,positive,,['beshak']
allah sub ko hidayat day,positive,,"['allah', 'sub', 'ko', 'hidayat', 'day']"
beshak,positive,,['beshak']
beshak is main koye shake nahe he,positive,,"['beshak', 'is', 'main', 'koye', 'shake', 'nahe', 'he']"
beshak,positive,,['beshak']
beshak,positive,,['beshak']
zabardast,positive,,['zabardast']
wah mere bhen wah,positive,,"['wah', 'mere', 'bhen', 'wah']"
zabardast,positive,,['zabardast']
bohat bohat bohat khub,positive,,"['bohat', 'bohat', 'bohat', 'khub']"
beshak sahi kaha janab,positive,,"['beshak', 'sahi', 'kaha', 'janab']"
shubhanallah beshak,positive,,"['shubhanallah', 'beshak']"
bohat acha,positive,,"['bohat', 'acha']"
beshak,positive,,['beshak']
zabardast lesson,positive,,"['zabardast', 'lesson']"
maza aa ga,positive,,"['maza', 'aa', 'ga']"
wah dost wah kya bat kihe,positive,,"['wah', 'dost', 'wah', 'kya', 'bat', 'kihe']"
apki aawaz bahot achi haan bhai,positive,,"['apki', 'aawaz', 'bahot', 'achi', 'haan', 'bhai']"
bahut achi bat bola hai masha allah,positive,,"['bahut', 'achi', 'bat', 'bola', 'hai', 'masha', 'allah']"
great batay hain yarr,positive,,"['great', 'batay', 'hain', 'yarr']"
bahot acha kalam,positive,,"['bahot', 'acha', 'kalam']"
bhat achi batay han,positive,,"['bhat', 'achi', 'batay', 'han']"
zabardast bhai jan allah pak apko sada khush rakhe ameeen sumameen,positive,,"['zabardast', 'bhai', 'jan', 'allah', 'pak', 'apko', 'sada', 'khush', 'rakhe', 'ameeen', 'sumameen']"
mashallha salamat rhe aap,positive,,"['mashallha', 'salamat', 'rhe', 'aap']"
yeh urdu muslim song kithna acha hai please share,positive,,"['yeh', 'urdu', 'muslim', 'song', 'kithna', 'acha', 'hai', 'please', 'share']"
achi bat haan smjny wali,positive,,"['achi', 'bat', 'haan', 'smjny', 'wali']"
bhout umda,positive,,"['bhout', 'umda']"
wha kya baat hai,positive,,"['wha', 'kya', 'baat', 'hai']"
ye ghalib sahab ka mastana pana lag raha he,positive,,"['ye', 'ghalib', 'sahab', 'ka', 'mastana', 'pana', 'lag', 'raha', 'he']"
sabar kejeay likhnay wala 70 maon sy ziyada piyar karta hay,positive,,"['sabar', 'kejeay', 'likhnay', 'wala', '70', 'maon', 'sy', 'ziyada', 'piyar', 'karta', 'hay']"
or jisney likhi haan wo to 70maon sy b ziada pyar krny wala haan,positive,,"['or', 'jisney', 'likhi', 'haan', 'wo', 'to', '70maon', 'sy', 'b', 'ziada', 'pyar', 'krny', 'wala', 'haan']"
beshak allah 70 maaon sy ziada pyaar farmaty hain sabr kijeye,positive,,"['beshak', 'allah', '70', 'maaon', 'sy', 'ziada', 'pyaar', 'farmaty', 'hain', 'sabr', 'kijeye']"
zabardast exceptional,positive,,"['zabardast', 'exceptional']"
meri taqdeer main massa allah ek v gham nhi hai q kay mera taqdeer mera allah likhta hai jo beshak meri maa se 70 guna jada mohabbat krta hai mujhse ya allah tera lakh lakh sukar hai,positive,,"['meri', 'taqdeer', 'main', 'massa', 'allah', 'ek', 'v', 'gham', 'nhi', 'hai', 'q', 'kay', 'mera', 'taqdeer', 'mera', 'allah', 'likhta', 'hai', 'jo', 'beshak', 'meri', 'maa', 'se', '70', 'guna', 'jada', 'mohabbat', 'krta', 'hai', 'mujhse', 'ya', 'allah', 'tera', 'lakh', 'lakh', 'sukar', 'hai']"
allah pak 70 maaon se bhi ziada muhabbat farmata haan apny banday se,positive,,"['allah', 'pak', '70', 'maaon', 'se', 'bhi', 'ziada', 'muhabbat', 'farmata', 'haan', 'apny', 'banday', 'se']"
allah to 70 maaon sy ziada pyar krta hy toba kro,positive,,"['allah', 'to', '70', 'maaon', 'sy', 'ziada', 'pyar', 'krta', 'hy', 'toba', 'kro']"
it s wrong allah pak p yaqeen rkho,positive,,"['it', 's', 'wrong', 'allah', 'pak', 'p', 'yaqeen', 'rkho']"
belkul galat,positive,,"['belkul', 'galat']"
aap ki taqdeer allah nay likhee wo he behtar janta hay kay kis kay lea kua behtar hay maa ka apna muqam hay,positive,,"['aap', 'ki', 'taqdeer', 'allah', 'nay', 'likhee', 'wo', 'he', 'behtar', 'janta', 'hay', 'kay', 'kis', 'kay', 'lea', 'kua', 'behtar', 'hay', 'maa', 'ka', 'apna', 'muqam', 'hay']"
nahi ye galat he allah humen 70 maa se b ziyada piyar karte hen so please post soch kay share karen thanx,positive,,"['nahi', 'ye', 'galat', 'he', 'allah', 'humen', '70', 'maa', 'se', 'b', 'ziyada', 'piyar', 'karte', 'hen', 'so', 'please', 'post', 'soch', 'kay', 'share', 'karen', 'thanx']"
kash meri maan zinda hoti,positive,,"['kash', 'meri', 'maan', 'zinda', 'hoti']"
it s wrong jis rab ne taqdeer lekhi wo 70 mao se zaida pyar karta,positive,,"['it', 's', 'wrong', 'jis', 'rab', 'ne', 'taqdeer', 'lekhi', 'wo', '70', 'mao', 'se', 'zaida', 'pyar', 'karta']"
allah 70maon say ziada pyar krty hai,positive,,"['allah', '70maon', 'say', 'ziada', 'pyar', 'krty', 'hai']"
allah pak maa s bhtr taqdeer likhta haan,positive,,"['allah', 'pak', 'maa', 's', 'bhtr', 'taqdeer', 'likhta', 'haan']"
beshak maa zeyada peyar karti hy awlad se par allah is se 70 gunaah zeyada peyar karta hy apny bando se kise ko kanta chuby to is kay badly b ajar deta hy insan kia jany kay kis baat my is kay lye behtari hy ye to mera sohna rab jany,positive,,"['beshak', 'maa', 'zeyada', 'peyar', 'karti', 'hy', 'awlad', 'se', 'par', 'allah', 'is', 'se', '70', 'gunaah', 'zeyada', 'peyar', 'karta', 'hy', 'apny', 'bando', 'se', 'kise', 'ko', 'kanta', 'chuby', 'to', 'is', 'kay', 'badly', 'b', 'ajar', 'deta', 'hy', 'insan', 'kia', 'jany', 'kay', 'kis', 'baat', 'my', 'is', 'kay', 'lye', 'behtari', 'hy', 'ye', 'to', 'mera', 'sohna', 'rab', 'jany']"
ye post walda ki azmat ma to right he but dosrey rukh par ye allah pak ki azmat ko challenge ki munadi he kyn kay pori duniya kay insan otha lo un ma se koi neek koi bad koi muslim koi gair muslim jub kay her bundey kay walida apni her olad ko good dekhna chahti he chahey wo bad ho ya kay neek chahey qatil ho zani ho sharabi ho lekin phr bi ye mamla essa he kay pal ma eman chala jay ga so essi post se avoid kiya jay,positive,,"['ye', 'post', 'walda', 'ki', 'azmat', 'ma', 'to', 'right', 'he', 'but', 'dosrey', 'rukh', 'par', 'ye', 'allah', 'pak', 'ki', 'azmat', 'ko', 'challenge', 'ki', 'munadi', 'he', 'kyn', 'kay', 'pori', 'duniya', 'kay', 'insan', 'otha', 'lo', 'un', 'ma', 'se', 'koi', 'neek', 'koi', 'bad', 'koi', 'muslim', 'koi', 'gair', 'muslim', 'jub', 'kay', 'her', 'bundey', 'kay', 'walida', 'apni', 'her', 'olad', 'ko', 'good', 'dekhna', 'chahti', 'he', 'chahey', 'wo', 'bad', 'ho', 'ya', 'kay', 'neek', 'chahey', 'qatil', 'ho', 'zani', 'ho', 'sharabi', 'ho', 'lekin', 'phr', 'bi', 'ye', 'mamla', 'essa', 'he', 'kay', 'pal', 'ma', 'eman', 'chala', 'jay', 'ga', 'so', 'essi', 'post', 'se', 'avoid', 'kiya', 'jay']"
wrong jis na taqdeer likhi haan wo 70 maaaon sa ziyda pyar karta haan,positive,,"['wrong', 'jis', 'na', 'taqdeer', 'likhi', 'haan', 'wo', '70', 'maaaon', 'sa', 'ziyda', 'pyar', 'karta', 'haan']"
bilkul theek kaha,positive,,"['bilkul', 'theek', 'kaha']"
ak achi baat logono tak pohnchne ka shokryea jazak allah kheer,positive,,"['ak', 'achi', 'baat', 'logono', 'tak', 'pohnchne', 'ka', 'shokryea', 'jazak', 'allah', 'kheer']"
bilkul theak likha haan je allah pak sb ko amal karna ke tufek da,positive,,"['bilkul', 'theak', 'likha', 'haan', 'je', 'allah', 'pak', 'sb', 'ko', 'amal', 'karna', 'ke', 'tufek', 'da']"
beshak allah humein hidayat atta farmay ameen,positive,,"['beshak', 'allah', 'humein', 'hidayat', 'atta', 'farmay', 'ameen']"
meri ankhon main pani aa gia,positive,,"['meri', 'ankhon', 'main', 'pani', 'aa', 'gia']"
allah pak har bache par maa bap ka saiye hamesha salamt rakhe ameen,positive,,"['allah', 'pak', 'har', 'bache', 'par', 'maa', 'bap', 'ka', 'saiye', 'hamesha', 'salamt', 'rakhe', 'ameen']"
yallah sb ko hidayat day ameen,positive,,"['yallah', 'sb', 'ko', 'hidayat', 'day', 'ameen']"
allah pak hr dil ko yahi jzba ata karey ameen,positive,,"['allah', 'pak', 'hr', 'dil', 'ko', 'yahi', 'jzba', 'ata', 'karey', 'ameen']"
wah ji wah,positive,,"['wah', 'ji', 'wah']"
allah ka inaam hei orat ko buhat bardash de hei,positive,,"['allah', 'ka', 'inaam', 'hei', 'orat', 'ko', 'buhat', 'bardash', 'de', 'hei']"
w slam subah bakhair jumma mubarak,positive,,"['w', 'slam', 'subah', 'bakhair', 'jumma', 'mubarak']"
walikum as salam besahak aap ko bhi jumma mubarak,positive,,"['walikum', 'as', 'salam', 'besahak', 'aap', 'ko', 'bhi', 'jumma', 'mubarak']"
nasar kazmi was a great poat,positive,,"['nasar', 'kazmi', 'was', 'a', 'great', 'poat']"
bhot aala,positive,,"['bhot', 'aala']"
behad khoob muhabat se hi ye dunya rangin hai,positive,,"['behad', 'khoob', 'muhabat', 'se', 'hi', 'ye', 'dunya', 'rangin', 'hai']"
kuch new post karo yaar wahi ghisa pita sher,positive,,"['kuch', 'new', 'post', 'karo', 'yaar', 'wahi', 'ghisa', 'pita', 'sher']"
ye hi to mohabt haan,positive,,"['ye', 'hi', 'to', 'mohabt', 'haan']"
jis na pyar kiya us ka pass sakoon ni baki ka pass hay,positive,,"['jis', 'na', 'pyar', 'kiya', 'us', 'ka', 'pass', 'sakoon', 'ni', 'baki', 'ka', 'pass', 'hay']"
wah bahut khob,positive,,"['wah', 'bahut', 'khob']"
marjan tum kaha sy laty ho ya lafaz jo bi lkty ho kamal karty ho,positive,,"['marjan', 'tum', 'kaha', 'sy', 'laty', 'ho', 'ya', 'lafaz', 'jo', 'bi', 'lkty', 'ho', 'kamal', 'karty', 'ho']"
wah la jawab nice,positive,,"['wah', 'la', 'jawab', 'nice']"
bahut khoob,positive,,"['bahut', 'khoob']"
very good yeh asi kay qabil hai lanti larki,positive,,"['very', 'good', 'yeh', 'asi', 'kay', 'qabil', 'hai', 'lanti', 'larki']"
pak zindabaaab,positive,,"['pak', 'zindabaaab']"
afghani 1 ya 2 din pehly 70 ya 80 masoom logon pr afghan army or neto or amrici jangi jahazon ne bumbari ki 70 ya 80 log shaheed hoe us waqt tujhy tera afganistan yad nhi aya nend ki goli ly kr soe hoe thay allah un logon ko janat ul firdos mein jaga ata farmae or tum jaisy logo ko allah hidayat dy or haan tum urdo mein cmt kia isliye urdo likh rha hon takeh pora pakistan mera cmt parh ly or haan tum ny eduction pakistan se ki hy isliye ab mein tujhy kia bolon bus tum khod hi samjh ly jo her pakistani tum logon ko bolty hein tum khod hi samjh jao,positive,,"['afghani', '1', 'ya', '2', 'din', 'pehly', '70', 'ya', '80', 'masoom', 'logon', 'pr', 'afghan', 'army', 'or', 'neto', 'or', 'amrici', 'jangi', 'jahazon', 'ne', 'bumbari', 'ki', '70', 'ya', '80', 'log', 'shaheed', 'hoe', 'us', 'waqt', 'tujhy', 'tera', 'afganistan', 'yad', 'nhi', 'aya', 'nend', 'ki', 'goli', 'ly', 'kr', 'soe', 'hoe', 'thay', 'allah', 'un', 'logon', 'ko', 'janat', 'ul', 'firdos', 'mein', 'jaga', 'ata', 'farmae', 'or', 'tum', 'jaisy', 'logo', 'ko', 'allah', 'hidayat', 'dy', 'or', 'haan', 'tum', 'urdo', 'mein', 'cmt', 'kia', 'isliye', 'urdo', 'likh', 'rha', 'hon', 'takeh', 'pora', 'pakistan', 'mera', 'cmt', 'parh', 'ly', 'or', 'haan', 'tum', 'ny', 'eduction', 'pakistan', 'se', 'ki', 'hy', 'isliye', 'ab', 'mein', 'tujhy', 'kia', 'bolon', 'bus', 'tum', 'khod', 'hi', 'samjh', 'ly', 'jo', 'her', 'pakistani', 'tum', 'logon', 'ko', 'bolty', 'hein', 'tum', 'khod', 'hi', 'samjh', 'jao']"
newscaster bhai practice ker kay aya kro lgta hy nawaz shareef tqreer krr rha hy are page bhol gya hy,positive,,"['newscaster', 'bhai', 'practice', 'ker', 'kay', 'aya', 'kro', 'lgta', 'hy', 'nawaz', 'shareef', 'tqreer', 'krr', 'rha', 'hy', 'are', 'page', 'bhol', 'gya', 'hy']"
good afridi ham tumare sath haan,positive,,"['good', 'afridi', 'ham', 'tumare', 'sath', 'haan']"
mashaallah,positive,,['mashaallah']
kya pti member ka nam niazi balla aur member wikkat kiya ye izzat hei pinki parti mein ek doosray ki,positive,,"['kya', 'pti', 'member', 'ka', 'nam', 'niazi', 'balla', 'aur', 'member', 'wikkat', 'kiya', 'ye', 'izzat', 'hei', 'pinki', 'parti', 'mein', 'ek', 'doosray', 'ki']"
good,positive,,['good']
good news haan,positive,,"['good', 'news', 'haan']"
allah in zalmow say pakistan ko mahfooz rakh,positive,,"['allah', 'in', 'zalmow', 'say', 'pakistan', 'ko', 'mahfooz', 'rakh']"
hajh py harm pak ky ooper hely copter goomty haan aap kesy bol rhy ho mumkin nhi yhan hajh ky doran msalsal hely coptroon sy sb jga ki nigrani hoti hai khana kaba py bi,positive,,"['hajh', 'py', 'harm', 'pak', 'ky', 'ooper', 'hely', 'copter', 'goomty', 'haan', 'aap', 'kesy', 'bol', 'rhy', 'ho', 'mumkin', 'nhi', 'yhan', 'hajh', 'ky', 'doran', 'msalsal', 'hely', 'coptroon', 'sy', 'sb', 'jga', 'ki', 'nigrani', 'hoti', 'hai', 'khana', 'kaba', 'py', 'bi']"
pti main ja kar mna naak ho gaya ab jannat mile gi hahhah,positive,,"['pti', 'main', 'ja', 'kar', 'mna', 'naak', 'ho', 'gaya', 'ab', 'jannat', 'mile', 'gi', 'hahhah']"
good,positive,,['good']
good,positive,,['good']
khan is great,positive,,"['khan', 'is', 'great']"
khan is great,positive,,"['khan', 'is', 'great']"
lala all the pakistani nation with you pak army zindabad,positive,,"['lala', 'all', 'the', 'pakistani', 'nation', 'with', 'you', 'pak', 'army', 'zindabad']"
afridii s our national hero nd we all pakistan people with shahid afridii especially pathan,positive,,"['afridii', 's', 'our', 'national', 'hero', 'nd', 'we', 'all', 'pakistan', 'people', 'with', 'shahid', 'afridii', 'especially', 'pathan']"
aik aadmi zaroor boley ga afridi ki support mein wo hei pervez musharraf,positive,,"['aik', 'aadmi', 'zaroor', 'boley', 'ga', 'afridi', 'ki', 'support', 'mein', 'wo', 'hei', 'pervez', 'musharraf']"
lala is great man and lion,positive,,"['lala', 'is', 'great', 'man', 'and', 'lion']"
khamosh is liye haine kay agar kuch boline gey india se kaam nahi miley ga,positive,,"['khamosh', 'is', 'liye', 'haine', 'kay', 'agar', 'kuch', 'boline', 'gey', 'india', 'se', 'kaam', 'nahi', 'miley', 'ga']"
afridi bahi inshallah wo din dor nahi kashmir azad hoga,positive,,"['afridi', 'bahi', 'inshallah', 'wo', 'din', 'dor', 'nahi', 'kashmir', 'azad', 'hoga']"
lala is great man,positive,,"['lala', 'is', 'great', 'man']"
great,positive,,['great']
lala great man,positive,,"['lala', 'great', 'man']"
afridi good,positive,,"['afridi', 'good']"
lala great men,positive,,"['lala', 'great', 'men']"
love lala,positive,,"['love', 'lala']"
proud of you lala,positive,,"['proud', 'of', 'you', 'lala']"
we love you lala,positive,,"['we', 'love', 'you', 'lala']"
well don afridi i am proud of you good luck,positive,,"['well', 'don', 'afridi', 'i', 'am', 'proud', 'of', 'you', 'good', 'luck']"
lala is great man so sweet,positive,,"['lala', 'is', 'great', 'man', 'so', 'sweet']"
great comrades,positive,,"['great', 'comrades']"
very good,positive,,"['very', 'good']"
hahahah bht achy,positive,,"['hahahah', 'bht', 'achy']"
