comment,sentiment,tokens
آپ بھول گئے ہندوستان جیتنے والی واحد ٹیم ہے,positive,"['آپ', 'بھول', 'گئے', 'ہندوستان', 'جیتنے', 'والی', 'واحد', 'ٹیم', 'ہے']"
یہاں تک کہ آسٹریلیا کو شکست دی,positive,"['یہاں', 'تک', 'کہ', 'آسٹریلیا', 'کو', 'شکست', 'دی']"
ایشز میں وکٹ پارٹنرشپ کے ساتھ اسٹوکس اور لیچ اب تک کی بہترین واپسی ہے,positive,"['ایشز', 'میں', 'وکٹ', 'پارٹنرشپ', 'کے', 'ساتھ', 'اسٹوکس', 'اور', 'لیچ', 'اب', 'تک', 'کی', 'بہترین', 'واپسی', 'ہے']"
آپ کہہ رہے تھے ہم نے سیریز کا سلسلہ جیت لیا,positive,"['آپ', 'کہہ', 'رہے', 'تھے', 'ہم', 'نے', 'سیریز', 'کا', 'سلسلہ', 'جیت', 'لیا']"
اس ٹیسٹ کے بعد جو کچھ ہوا وہ بھی جیت کے پیچھے سے آنے والے چاری کا نوٹ لینے کے قابل ہے,positive,"['اس', 'ٹیسٹ', 'کے', 'بعد', 'جو', 'کچھ', 'ہوا', 'وہ', 'بھی', 'جیت', 'کے', 'پیچھے', 'سے', 'آنے', 'والے', 'چاری', 'کا', 'نوٹ', 'لینے', 'کے', 'قابل', 'ہے']"
ہندوستان نے صرف سیریز جیت لی,positive,"['ہندوستان', 'نے', 'صرف', 'سیریز', 'جیت', 'لی']"
شاھد آفریدی زندھ باد,positive,"['شاھد', 'آفریدی', 'زندھ', 'باد']"
افریدی نے قوم کو صرف خوشی دیا ہے,positive,"['افریدی', 'نے', 'قوم', 'کو', 'صرف', 'خوشی', 'دیا', 'ہے']"
ماشاء اللہ پریڈ کی کوریج دکھانے پر آپ کا شکریہ,positive,"['ماشاء', 'اللہ', 'پریڈ', 'کی', 'کوریج', 'دکھانے', 'پر', 'آپ', 'کا', 'شکریہ']"
شاہد آفریدی مذہب فروش نہ منافق نہ جھوٹا نہ بہتان دراز نہ محسن کش نہ تکبر کا پہاڑ خاندان میں شادی کی اور بیوی سے وفا نبھائی اپنی اولاد کو اپنی کفالت میں رکھا غیروں کے در پہ پلنے کیلئے نہیں چھوڑا,positive,"['شاہد', 'آفریدی', 'مذہب', 'فروش', 'نہ', 'منافق', 'نہ', 'جھوٹا', 'نہ', 'بہتان', 'دراز', 'نہ', 'محسن', 'کش', 'نہ', 'تکبر', 'کا', 'پہاڑ', 'خاندان', 'میں', 'شادی', 'کی', 'اور', 'بیوی', 'سے', 'وفا', 'نبھائی', 'اپنی', 'اولاد', 'کو', 'اپنی', 'کفالت', 'میں', 'رکھا', 'غیروں', 'کے', 'در', 'پہ', 'پلنے', 'کیلئے', 'نہیں', 'چھوڑا']"
حق حلال کمائی,positive,"['حق', 'حلال', 'کمائی']"
شاہد آفریدی آج کل بہکی بہکی باتیں کر رہے ہیں,positive,"['شاہد', 'آفریدی', 'آج', 'کل', 'بہکی', 'بہکی', 'باتیں', 'کر', 'رہے', 'ہیں']"
زبردست شاہد آفریدی کی شاٹ سلیکشن اور بیان سلیکشن کی مثال بہترین دی ہے ان اب کرکٹ کے بعد بھی احتیاط کی ضرورت ہے,positive,"['زبردست', 'شاہد', 'آفریدی', 'کی', 'شاٹ', 'سلیکشن', 'اور', 'بیان', 'سلیکشن', 'کی', 'مثال', 'بہترین', 'دی', 'ہے', 'ان', 'اب', 'کرکٹ', 'کے', 'بعد', 'بھی', 'احتیاط', 'کی', 'ضرورت', 'ہے']"
شاہد آفریدی کا کوئی اسکینڈل نہیں عزت دار گھرانے سے تعلق بیٹیوں کا سائبان جن میں سے کو عزت کے ساتھ رخصت کر چکا اپنا کاروبار خود کماتا ہے دوسروں کی جیبوں پہ نہیں پلتا ہینڈسم ہے لیکن گرل فرینڈز بنانے کو فخر نہیں سمجھا,positive,"['شاہد', 'آفریدی', 'کا', 'کوئی', 'اسکینڈل', 'نہیں', 'عزت', 'دار', 'گھرانے', 'سے', 'تعلق', 'بیٹیوں', 'کا', 'سائبان', 'جن', 'میں', 'سے', 'کو', 'عزت', 'کے', 'ساتھ', 'رخصت', 'کر', 'چکا', 'اپنا', 'کاروبار', 'خود', 'کماتا', 'ہے', 'دوسروں', 'کی', 'جیبوں', 'پہ', 'نہیں', 'پلتا', 'ہینڈسم', 'ہے', 'لیکن', 'گرل', 'فرینڈز', 'بنانے', 'کو', 'فخر', 'نہیں', 'سمجھا']"
انٹرنیشنل کرکٹر  کروڑوں لوگوں کی دھڑکن  عوام کے بیسٹمین آل راؤنڈر بلے باز شاھد خان آفریدی,positive,"['انٹرنیشنل', 'کرکٹر', 'کروڑوں', 'لوگوں', 'کی', 'دھڑکن', 'عوام', 'کے', 'بیسٹمین', 'آل', 'راؤنڈر', 'بلے', 'باز', 'شاھد', 'خان', 'آفریدی']"
عمران خان نے سب سے بڑا کام کیا ہے اسلامو فوبیا کے خلاف جنگ لڑا,positive,"['عمران', 'خان', 'نے', 'سب', 'سے', 'بڑا', 'کام', 'کیا', 'ہے', 'اسلامو', 'فوبیا', 'کے', 'خلاف', 'جنگ', 'لڑا']"
انٹرنیشنل کرکٹر  کروڑوں لوگوں کی دھڑکن  عوام کے شاھد خان آفریدی زندہ باد پاکستان پائندہ باد,positive,"['انٹرنیشنل', 'کرکٹر', 'کروڑوں', 'لوگوں', 'کی', 'دھڑکن', 'عوام', 'کے', 'شاھد', 'خان', 'آفریدی', 'زندہ', 'باد', 'پاکستان', 'پائندہ', 'باد']"
پنجابیوں اور ایک پٹھان سے افغانستان جیت گیا,positive,"['پنجابیوں', 'اور', 'ایک', 'پٹھان', 'سے', 'افغانستان', 'جیت', 'گیا']"
معین ؐخان اک اچھے کوچ ہیں ان کو لائیں,positive,"['معین', 'ؐخان', 'اک', 'اچھے', 'کوچ', 'ہیں', 'ان', 'کو', 'لائیں']"
سرفراز عماد اور شان تینوں اچھے پلیئر ہیں سرفراز کو کپتان بنائیں ون ڈے اور ٹیسٹ کا عماد کو وائس کپتان بنائیں اور ٢٠ میں شان کو کپتان بنادیں نائب عماد کو ہی رکھیں اگر کوئی مسئلہ ہو تو سرفراز کی جگہ عماد کپتان بنے اس سے آپ کا وائس کپتان مضبوط ہوگا,positive,"['سرفراز', 'عماد', 'اور', 'شان', 'تینوں', 'اچھے', 'پلیئر', 'ہیں', 'سرفراز', 'کو', 'کپتان', 'بنائیں', 'ون', 'ڈے', 'اور', 'ٹیسٹ', 'کا', 'عماد', 'کو', 'وائس', 'کپتان', 'بنائیں', 'اور', '٢٠', 'میں', 'شان', 'کو', 'کپتان', 'بنادیں', 'نائب', 'عماد', 'کو', 'ہی', 'رکھیں', 'اگر', 'کوئی', 'مسئلہ', 'ہو', 'تو', 'سرفراز', 'کی', 'جگہ', 'عماد', 'کپتان', 'بنے', 'اس', 'سے', 'آپ', 'کا', 'وائس', 'کپتان', 'مضبوط', 'ہوگا']"
اؤ بابر حیات صاحب جی ایاں نو,positive,"['اؤ', 'بابر', 'حیات', 'صاحب', 'جی', 'ایاں', 'نو']"
ورلڈ کپ کے اختتام تک اسطرح کی باتیں نہ کریں کیونکہ اسطرح کی باتوں سے پلئیرز کا سٹمنا ڈاؤن ھو جائےگا اگر انھوں نے کوئی آئیندہ آنے والے میچوں میں سے جیتنا ھے تو وہ بھی اسطرح کی باتیں سن کر حوصلہ حار دیں گے,positive,"['ورلڈ', 'کپ', 'کے', 'اختتام', 'تک', 'اسطرح', 'کی', 'باتیں', 'نہ', 'کریں', 'کیونکہ', 'اسطرح', 'کی', 'باتوں', 'سے', 'پلئیرز', 'کا', 'سٹمنا', 'ڈاؤن', 'ھو', 'جائےگا', 'اگر', 'انھوں', 'نے', 'کوئی', 'آئیندہ', 'آنے', 'والے', 'میچوں', 'میں', 'سے', 'جیتنا', 'ھے', 'تو', 'وہ', 'بھی', 'اسطرح', 'کی', 'باتیں', 'سن', 'کر', 'حوصلہ', 'حار', 'دیں', 'گے']"
بابر بھائی آپ یقین جانئے میں آپ کا کوئی پروگرام چھوڑتا نہیں اس لئے کہ آپ کے اندر تعصب نہیں ہے میں اپنے دل کی کیفیت بیان نہیں کر سکتا عقل مند اشارہ کافی,positive,"['بابر', 'بھائی', 'آپ', 'یقین', 'جانئے', 'میں', 'آپ', 'کا', 'کوئی', 'پروگرام', 'چھوڑتا', 'نہیں', 'اس', 'لئے', 'کہ', 'آپ', 'کے', 'اندر', 'تعصب', 'نہیں', 'ہے', 'میں', 'اپنے', 'دل', 'کی', 'کیفیت', 'بیان', 'نہیں', 'کر', 'سکتا', 'عقل', 'مند', 'اشارہ', 'کافی']"
بابر کو مضبوط بنانا ہے,positive,"['بابر', 'کو', 'مضبوط', 'بنانا', 'ہے']"
دفاعی چیمپیٸن اگر افغانستان سے ہار گٸی تو جب پاکستان انڈیا سے ہارا تو آپ اتنا شور کیوں کر رہے تھےپاکستان کا پچھلا ریکارڈ بھی دیکھ لو اتنے بڑے کپتان آۓ لیکن کوٸی بھی انڈیا کو نہ ہرا سکالیکن بابر نے انڈیا کو ناٹ آوٹ رہ کر میں انڈیا کو ہرایا ہے تو اب یہ بھی کرے گا ایک دنانڈیا کو ہراۓ گااور آپ چلاتے رہ جاو گے,positive,"['دفاعی', 'چیمپیٸن', 'اگر', 'افغانستان', 'سے', 'ہار', 'گٸی', 'تو', 'جب', 'پاکستان', 'انڈیا', 'سے', 'ہارا', 'تو', 'آپ', 'اتنا', 'شور', 'کیوں', 'کر', 'رہے', 'تھےپاکستان', 'کا', 'پچھلا', 'ریکارڈ', 'بھی', 'دیکھ', 'لو', 'اتنے', 'بڑے', 'کپتان', 'آۓ', 'لیکن', 'کوٸی', 'بھی', 'انڈیا', 'کو', 'نہ', 'ہرا', 'سکالیکن', 'بابر', 'نے', 'انڈیا', 'کو', 'ناٹ', 'آوٹ', 'رہ', 'کر', 'میں', 'انڈیا', 'کو', 'ہرایا', 'ہے', 'تو', 'اب', 'یہ', 'بھی', 'کرے', 'گا', 'ایک', 'دنانڈیا', 'کو', 'ہراۓ', 'گااور', 'آپ', 'چلاتے', 'رہ', 'جاو', 'گے']"
افغانستان نے آج جو پرفارمنس دیکھائی ہے جیت تو ان کی بنتی ہی تھی,positive,"['افغانستان', 'نے', 'آج', 'جو', 'پرفارمنس', 'دیکھائی', 'ہے', 'جیت', 'تو', 'ان', 'کی', 'بنتی', 'ہی', 'تھی']"
شاباش بابر عاظم کے شیروں,positive,"['شاباش', 'بابر', 'عاظم', 'کے', 'شیروں']"
بڑی خبر آ گئی پوکستان اب بھی سیمی فائنل میں آ سکتی ھے,positive,"['بڑی', 'خبر', 'آ', 'گئی', 'پوکستان', 'اب', 'بھی', 'سیمی', 'فائنل', 'میں', 'آ', 'سکتی', 'ھے']"
آج بہت بہت ہنسایا سر جی,positive,"['آج', 'بہت', 'بہت', 'ہنسایا', 'سر', 'جی']"
شعیب ملک سب سے اچھا کپتان ھے,positive,"['شعیب', 'ملک', 'سب', 'سے', 'اچھا', 'کپتان', 'ھے']"
وسیم جونیئر زمان خان شاھین شاہ ابراراحمد عماد وسیم افتخار احمد یہ باولنگ اٹیک ھوتا تو پاکستان اج پوانٹس سے لیڈ کررہا ھوتا,positive,"['وسیم', 'جونیئر', 'زمان', 'خان', 'شاھین', 'شاہ', 'ابراراحمد', 'عماد', 'وسیم', 'افتخار', 'احمد', 'یہ', 'باولنگ', 'اٹیک', 'ھوتا', 'تو', 'پاکستان', 'اج', 'پوانٹس', 'سے', 'لیڈ', 'کررہا', 'ھوتا']"
بابر بھای اللہ کا واسطہ دیکر کہتا ہوں آپ پاکستان ٹیم کو برا بھلا مت کہىۓ جنابہار جیت تو ہوتی رہتی ہے گیند اور بلے کا میدان ہےآپ کےکہنے یا کرنے سے کچھ نہیں ہوتا اللہ کی مرضی ہے بھائ آپنی تقدیر پر ہمیشہ راضی رہنا چاہیۓمیں انڈیا سے ہوں میرا بھی دل دکھتا ہے,positive,"['بابر', 'بھای', 'اللہ', 'کا', 'واسطہ', 'دیکر', 'کہتا', 'ہوں', 'آپ', 'پاکستان', 'ٹیم', 'کو', 'برا', 'بھلا', 'مت', 'کہىۓ', 'جنابہار', 'جیت', 'تو', 'ہوتی', 'رہتی', 'ہے', 'گیند', 'اور', 'بلے', 'کا', 'میدان', 'ہےآپ', 'کےکہنے', 'یا', 'کرنے', 'سے', 'کچھ', 'نہیں', 'ہوتا', 'اللہ', 'کی', 'مرضی', 'ہے', 'بھائ', 'آپنی', 'تقدیر', 'پر', 'ہمیشہ', 'راضی', 'رہنا', 'چاہیۓمیں', 'انڈیا', 'سے', 'ہوں', 'میرا', 'بھی', 'دل', 'دکھتا', 'ہے']"
اب سرفراز احمد کا راج ہوگا شان مسعود ایمان وسیم اب پاکستان انشاءاللہ تعالی پاکستان کے کرکٹ اوپر جائے گی اور ترقی کرے گی اور قوم کو معراج نہیں کرے گی یہ ہے پاکستان یہ ہے عماد وسیم زندہ باد سرفراز احمد زندہ باد ائی لو یو سرفراز احمد,positive,"['اب', 'سرفراز', 'احمد', 'کا', 'راج', 'ہوگا', 'شان', 'مسعود', 'ایمان', 'وسیم', 'اب', 'پاکستان', 'انشاءاللہ', 'تعالی', 'پاکستان', 'کے', 'کرکٹ', 'اوپر', 'جائے', 'گی', 'اور', 'ترقی', 'کرے', 'گی', 'اور', 'قوم', 'کو', 'معراج', 'نہیں', 'کرے', 'گی', 'یہ', 'ہے', 'پاکستان', 'یہ', 'ہے', 'عماد', 'وسیم', 'زندہ', 'باد', 'سرفراز', 'احمد', 'زندہ', 'باد', 'ائی', 'لو', 'یو', 'سرفراز', 'احمد']"
تسی تا چھا گئے ہو,positive,"['تسی', 'تا', 'چھا', 'گئے', 'ہو']"
نسیم شاہ کے بھائی آج بی چھا گئی,positive,"['نسیم', 'شاہ', 'کے', 'بھائی', 'آج', 'بی', 'چھا', 'گئی']"
اسٹریلیا میں ماٸیکل بیون ہوا کرتا تھا وہ کریس سے چمٹ جاتا تھا رنز کی ضرورت ہوتی تھی تو وہ سینگل لیتے تھے سنگل نہیں بنتا تھا تو اخری گیند پر چھکا یا چھوکا مارا کیا کرتا تھا اور وہی ٹیلنٹ صرف اور صرف عماد وسیم میں موجود ہے ایسے کرکٹر چاہیے,positive,"['اسٹریلیا', 'میں', 'ماٸیکل', 'بیون', 'ہوا', 'کرتا', 'تھا', 'وہ', 'کریس', 'سے', 'چمٹ', 'جاتا', 'تھا', 'رنز', 'کی', 'ضرورت', 'ہوتی', 'تھی', 'تو', 'وہ', 'سینگل', 'لیتے', 'تھے', 'سنگل', 'نہیں', 'بنتا', 'تھا', 'تو', 'اخری', 'گیند', 'پر', 'چھکا', 'یا', 'چھوکا', 'مارا', 'کیا', 'کرتا', 'تھا', 'اور', 'وہی', 'ٹیلنٹ', 'صرف', 'اور', 'صرف', 'عماد', 'وسیم', 'میں', 'موجود', 'ہے', 'ایسے', 'کرکٹر', 'چاہیے']"
عماد وسیم نے بہت اچھا فیصلہ کیا,positive,"['عماد', 'وسیم', 'نے', 'بہت', 'اچھا', 'فیصلہ', 'کیا']"
راستہ کیا کھولا ھے وہ پاکستان سے آگے ھیں اور سیمی فائنل کے زیادہ قریب,positive,"['راستہ', 'کیا', 'کھولا', 'ھے', 'وہ', 'پاکستان', 'سے', 'آگے', 'ھیں', 'اور', 'سیمی', 'فائنل', 'کے', 'زیادہ', 'قریب']"
آپ نے تو دل خوش کردیا پاکستان کو سیدھا سیمی فائنل میں پہنچا دیا نیوزی لینڈ کو باہر کردیا,positive,"['آپ', 'نے', 'تو', 'دل', 'خوش', 'کردیا', 'پاکستان', 'کو', 'سیدھا', 'سیمی', 'فائنل', 'میں', 'پہنچا', 'دیا', 'نیوزی', 'لینڈ', 'کو', 'باہر', 'کردیا']"
اچھی بات ہے ان کو گارنٹی ملنی چاہیے ان کا حق ہے,positive,"['اچھی', 'بات', 'ہے', 'ان', 'کو', 'گارنٹی', 'ملنی', 'چاہیے', 'ان', 'کا', 'حق', 'ہے']"
دادی زندہ باد,positive,"['دادی', 'زندہ', 'باد']"
بابر بھائی میں آپ کی اس بات سے اتفاق کرتا ہوں,positive,"['بابر', 'بھائی', 'میں', 'آپ', 'کی', 'اس', 'بات', 'سے', 'اتفاق', 'کرتا', 'ہوں']"
اگر آپ کے پاس عماد وسیم صایم ایوب ابرار احمد بابر اعظم محمد رضوان افتخار احمد شاھین شاہ آفریدی ایسے کھلاڑی شامل کیجیے اور میچ جیتے,positive,"['اگر', 'آپ', 'کے', 'پاس', 'عماد', 'وسیم', 'صایم', 'ایوب', 'ابرار', 'احمد', 'بابر', 'اعظم', 'محمد', 'رضوان', 'افتخار', 'احمد', 'شاھین', 'شاہ', 'آفریدی', 'ایسے', 'کھلاڑی', 'شامل', 'کیجیے', 'اور', 'میچ', 'جیتے']"
یقین نہیں ا رہا کہ غلامان مغرب و امریکہ نے ان کی بات نا مان کر ایران سے گیس منصوبے پر کام شروع کر دیا,positive,"['یقین', 'نہیں', 'ا', 'رہا', 'کہ', 'غلامان', 'مغرب', 'و', 'امریکہ', 'نے', 'ان', 'کی', 'بات', 'نا', 'مان', 'کر', 'ایران', 'سے', 'گیس', 'منصوبے', 'پر', 'کام', 'شروع', 'کر', 'دیا']"
حق سب کو ملنا چاہیئے سب پاکستانی ھےآگر ھے لڑکے کیلنے والے آور سپورٹ والا بھی ھو تو آچھی بات ھے جتنا ٹیمیں زیادہ ھے اتنا آچھا ھے,positive,"['حق', 'سب', 'کو', 'ملنا', 'چاہیئے', 'سب', 'پاکستانی', 'ھےآگر', 'ھے', 'لڑکے', 'کیلنے', 'والے', 'آور', 'سپورٹ', 'والا', 'بھی', 'ھو', 'تو', 'آچھی', 'بات', 'ھے', 'جتنا', 'ٹیمیں', 'زیادہ', 'ھے', 'اتنا', 'آچھا', 'ھے']"
ہمیشہ خوش رہیں میرے گوادر کے بلوچ بھائی انشاءاللہ ضرور بنے گا ٹیم گوادر شارک,positive,"['ہمیشہ', 'خوش', 'رہیں', 'میرے', 'گوادر', 'کے', 'بلوچ', 'بھائی', 'انشاءاللہ', 'ضرور', 'بنے', 'گا', 'ٹیم', 'گوادر', 'شارک']"
میری حساب سے بلوچوں کو ساتھ لیکر چلنے کا اچا موقع ھ,positive,"['میری', 'حساب', 'سے', 'بلوچوں', 'کو', 'ساتھ', 'لیکر', 'چلنے', 'کا', 'اچا', 'موقع', 'ھ']"
